Status,Number,Species,Subgenus,Family,Subfamily,Life history notes,Conservation status,Reference,Plant Foraging Habits,Link to Plant Data,Habitat Details,Link to Habitat Details
Y,346,Coelioxys immaculata,Coelioxys,Megachilidae,Megachilinae,cleptoparasitic,,,--,--,,
Y,347,Coelioxys modesta,Cyrtocoelioxys,Megachilidae,Megachilinae,cleptoparasitic,declining in Northeast,Bartomeus et al. 2013,--,--,,
Y,348,Coelioxys moesta,Boreocoelioxys,Megachilidae,Megachilinae,cleptoparasitic,,,--,--,,
Y,349,Coelioxys octodentata,Boreocoelioxys,Megachilidae,Megachilinae,cleptoparasitic,declining in Northeast,Bartomeus et al. 2013,--,--,,
Y,350,Coelioxys porterae,Boreocoelioxys,Megachilidae,Megachilinae,cleptoparasitic,,,--,--,,
Y,351,Coelioxys rufitarsis,Boreocoelioxys,Megachilidae,Megachilinae,cleptoparasitic,declining in Northeast,Bartomeus et al. 2013,--,--,,
Y,352,Coelioxys sayi,Boreocoelioxys,Megachilidae,Megachilinae,cleptoparasitic,,,--,--,,
Y,353,Coelioxys sodalis,Coelioxys,Megachilidae,Megachilinae,cleptoparasitic,,,--,--,,
Y,354,Heriades carinatus,Neotrypetes,Megachilidae,Megachilinae,"stem-nesting, solitary",,,--,--,,
Y,355,Heriades variolosa,Neotrypetes,Megachilidae,Megachilinae,"stem-nesting, solitary",,,--,--,,
Y,356,Hoplitis albifrons,Alcidamea,Megachilidae,Megachilinae,insect burrows or pithy stems, solitary,,,--,--,
Y,357,Hoplitis anthocopoides,Hoplitis,Megachilidae,Megachilinae,insect burrows or pithy stems, solitary,non-native, introduced from Eurasia,Sheffield et al. 2011a,--,--
Y,358,Hoplitis pilosifrons,Alcidamea,Megachilidae,Megachilinae,insect burrows or pithy stems, solitary,,,--,--,
Y,359,Hoplitis producta,Alcidamea,Megachilidae,Megachilinae,insect burrows or pithy stems, solitary,,,--,--,
Y,360,Hoplitis spoliata,Alcidamea,Megachilidae,Megachilinae,insect burrows or pithy stems, solitary,,,--,--,
Y,361,Hoplitis truncata,Alcidamea,Megachilidae,Megachilinae,insect burrows or pithy stems, solitary,,,--,--,
Y,362,Megachile addenda,Xanthosarus,Megachilidae,Megachilinae,"ground-nesting, solitary",,,"Asclepias amplexicaulis @ BBSL (2)
Opuntia humifusa @ CUIC_ENT (1)
Vaccinium sp @ BBSL (21)
Amorpha canescens @ AMNH_BEE (1)
Baptisia tinctoria @ BBSL (1)
Baptisia @ AMNH_BEE (1)
Cracca virginiana @ UCRC_ENT (5)
Lathyrus latifolius @ MLSB__N16- (1)
Psoralidium tenuiflorum @ AMNH_BEE (1)
Tephrosia virginiana @ AMNH_BEE (2); BBSL (2)
Tephrosia @ UCRC_ENT (2)",https://www.discoverlife.org/mp/20o?search=Megachile+addenda,,
Y,363,Megachile apicalis,Eutricharaea,Megachilidae,Megachilinae,"cavity-nesting, solitary",non-native, introduced from Eurasia,Sheffield et al. 2011a,--,--,
Y,364,Megachile brevis,Litomegachile,Megachilidae,Megachilinae,"cavity-nesting, solitary",declining in Northeast,Bartomeus et al. 2013,--,--,,
Y,365,Megachile campanulae,Chelostomoides,Megachilidae,Megachilinae,"stem-nesting, solitary",,,--,--,,
Y,366,Megachile centuncularis,Megachile,Megachilidae,Megachilinae,"stem-nesting, solitary",status not clear, possibly non-native,Sheffield et al. 2011b,--,--,
Y,367,Megachile concinna,Eutricharaea,Megachilidae,Megachilinae,"stem-nesting, solitary",non-native, Old world species,,--,--,
Y,368,Megachile frigida,Xanthosarus,Megachilidae,Megachilinae,"rotting logs, solitary",,,--,--,,
Y,369,Megachile gemula,Xanthosarus,Megachilidae,Megachilinae,"Poplar logs, solitary",,,--,--,,
Y,370,Megachile inermis,Megachile,Megachilidae,Megachilinae,"stem-nesting, solitary",declining in Northeast,Bartomeus et al. 2013,--,--,,
Y,371,Megachile inimica,Sayapis,Megachilidae,Megachilinae,"stem-nesting, solitary",,,--,--,,
Y,372,Megachile latimanus,Xanthosarus,Megachilidae,Megachilinae,"ground-nesting, solitary",declining in Northeast,Bartomeus et al. 2013,"Rhus copallina @ UCMS_ENT (11)
Asclepias sp @ CUIC_ENT (2); UCMS_ENT (9)
Asclepias syriaca @ AMNH_BEE (1)
Achillea millefolium @ UCMS_ENT (3)
Aster @ AMNH_BEE (1)
Calendula @ UCRC_ENT (1)
Callistephus chinensis @ AMNH_BEE (2)
Centaurea cyanus @ CUIC_ENT (6)
Centaurea jacea @ AMNH_BEE (2)
Centaurea maculosa @ CUIC_ENT (1)
Centaurea @ CUIC_ENT (1)
Chrysopsis @ AMNH_BEE (1)
Cichorium [duplicate] @ UCMS_ENT (1)
Cirsium altissimum @ AMNH_BEE (1)
Cirsium arvense @ CUIC_ENT (9); UCMS_ENT (1)
Cirsium discolor @ BBSL (2)
Cirsium sp @ CUIC_ENT (2)
Cirsium undulatum @ AMNH_BEE (9)
Cirsium vulgare @ CUIC_ENT (12); UCMS_ENT (30)
Cirsium @ UCRC_ENT (1)
Echinacea pallida @ AMNH_BEE (1)
Eupatorium maculatum @ CUIC_ENT (1)
Eupatorium perfoliatum @ AMNH_BEE (1); BBSL (2)
Eurybia macrophylla @ CUIC_ENT (3)
Grindelia squarrosa @ AMNH_BEE (13)
Helianthus annuus @ AMNH_BEE (7)
Helianthus maximiliani @ AMNH_BEE (6)
Helianthus sp @ CUIC_ENT (4)
Helianthus tuberosus @ AMNH_BEE (1)
Helianthus x @ AMNH_BEE (1)
Hieracium sp @ UCMS_ENT (2)
Inula helenium @ CUIC_ENT (5)
Lactuca pulchella @ AMNH_BEE (4)
Leucanthemum vulgare @ UCMS_ENT (2)
Liatris aspera @ BBSL (2)
Pityopsis falcata @ UCMS_ENT (1)
Pluchea odorata @ UCMS_ENT (7)
Pluchea purpurascens @ UCMS_ENT (10)
Rudbeckia hirta @ CUIC_ENT (2)
Rudbeckia laciniata @ AMNH_BEE (2)
Solidago rigida @ BBSL (1); AMNH_BEE (1)
Solidago rugosa @ UCMS_ENT (2)
Solidago sempervirens @ UCMS_ENT (4)
Solidago sp @ UCMS_ENT (1); CUIC_ENT (12)
Solidago @ AMNH_BEE (1); UCRC_ENT (12)
Sonchus arvensis @ AMNH_BEE (1)
Symphyotrichum lanceolatum @ AMNH_BEE (1)
Tanacetum vulgare @ UCMS_ENT (2)
Taraxacum campylodes @ UCMS_ENT (1)
Taraxacum officinale @ AMNH_BEE (1)
Vernonia gigantea @ UCRC_ENT (8)
Vernonia @ UCRC_ENT (3)
Echium vulgare @ CUIC_ENT (1)
Brassica sp @ CUIC_ENT (3)
Erysimum asperum @ AMNH_BEE (1)
Raphanus raphanistrum @ UCMS_ENT (6)
Campanula rotundifolia @ AMNH_BEE (1)
Peritoma serrulata @ AMNH_BEE (2)
Cucurbita maxima @ UCMS_ENT (1)
Amorpha canescens @ AMNH_BEE (1)
Dalea purpurea @ AMNH_BEE (4)
Lathyrus japonicus @ UCMS_ENT (3)
Lathyrus latifolius @ UCMS_ENT (5)
Lotus corniculatus @ UCMS_ENT (7); CUIC_ENT (1)
Medicago sativa @ AMNH_BEE (9); CUIC_ENT (3)
Melilotus officinalis @ AMNH_BEE (3); CUIC_ENT (3)
Petalostemon purpureus @ BBSL (2)
Trifolium hybridum @ CUIC_ENT (1)
Trifolium repens @ UCMS_ENT (1)
Vicia cracca @ UCMS_ENT (8)
Vicia sp @ BBSL (1); UCMS_ENT (1); CUIC_ENT (1)
Vicia @ UCRC_ENT (1); AMNH_BEE (1)
Iris versicolor @ UCMS_ENT (1)
Caryopteris x @ CUIC_ENT (17)
Nepeta cataria @ UCMS_ENT (2)
Nepeta sp @ UCMS_ENT (3)
Nepeta @ UCMS_ENT (1)
Physostegia parviflora @ AMNH_BEE (1)
Prunella vulgaris @ AMNH_BEE (1)
Stachys palustris @ AMNH_BEE (2)
Teucrium canadense @ UCMS_ENT (4)
Teucrium occidentale @ AMNH_BEE (1)
Mentzelia decapetala @ AMNH_BEE (1)
Alcea rosea @ AMNH_BEE (1)
Ligustrum vulgare @ UCMS_ENT (6)
Epilobium angustifolium @ AMNH_BEE (1)
Veronica @ AMNH_BEE (1)
Persicaria bungeana @ UCMS_ENT (1)
Potentilla recta @ CUIC_ENT (1)
Rosa rugosa @ UCMS_ENT (2)
Rubus flagellaris @ AMNH_BEE (1); UCMS_ENT (1)
Penstemon grandiflorus @ BBSL (1)
cucurbit @ NLA (3)",https://www.discoverlife.org/mp/20o?search=Megachile+latimanus,,
Y,373,Megachile melanophaea,Xanthosarus,Megachilidae,Megachilinae,"ground-nesting, solitary",declining in Northeast,Bartomeus et al. 2013,"Apocynum androsaemifolium @ CUIC_ENT (1); BBSL (1)
Aster sp @ BBSL (1)
Chaenactis douglasii @ RMBL_ENT (1)
Senecio dimorphophyllus @ RMBL_ENT (1)
Senecio @ AMNH_BEE (2)
Borago sp @ BBSL (1)
Mertensia lanceolata @ UCRC_ENT (1)
Phacelia @ AMNH_BEE (1)
Campanula parryi @ RMBL_ENT (5); DART_ENT (2)
Campanula rotundifolia @ RMBL_ENT (6); BBSL (6); BBSL__BOULD (12); DART_ENT (1); AMNH_BEE (1)
Symphoricarpos occidentalis @ AMNH_BEE (3)
Weigela floribunda @ CUIC_ENT (1)
Azalea @ AMNH_BEE (1)
Rhododendron @ CUIC_ENT (1)
Acmispon nevadensis @ UCRC_ENT (23)
Acmispon nevedensis @ UCRC_ENT (1)
Astragalus bisulcatus @ AMNH_BEE (4)
Astragalus sp @ BBSL (2)
Astragalus tenellus @ AMNH_BEE (4)
Astragalus @ UCRC_ENT (12)
Baptisia @ AMNH_BEE (2)
Hedysarum boreale @ BBSL (42)
Hosackia oblongifolia @ UCRC_ENT (2)
Lathyrus japonicus @ UCMS_ENT (1)
Lathyrus leucanthus @ RMBL_ENT (3); DART_ENT (1)
Lotus argophyllus @ BBSL__KWC (1); UCRC_ENT (3)
Lotus argyraeus @ BBSL__KWC (1)
Lotus corniculatus @ CUIC_ENT (1)
Lotus wrightii @ BBSL__KWC (1)
Lupinus argenteus @ DART_ENT (1); AMNH_BEE (1); RMBL_ENT (2)
Lupinus confertus @ UCRC_ENT (2)
Lupinus sericeus @ BBSL (1)
Medicago sativa @ AMNH_BEE (8); BBSL (1)
Melilotus officinalis @ CUIC_ENT (2)
Psoralea argophylla @ AMNH_BEE (1)
Robinia neomexicana @ BBSL (1)
Robinia sp @ BBSL (1)
Trifolium hybridum @ CUIC_ENT (6)
Trifolium repens @ BBSL (1)
Trifolium @ AMNH_BEE (1)
Vicia cracca @ AMNH_BEE (2)
Vicia @ AMNH_BEE (4); CUIC_ENT (1)
Ehrendorferia chrysantha @ UCRC_ENT (1)
Gentiana parryi @ RMBL_ENT (1)
Phacelia sp @ BBSL (2)
Iris @ UCRC_ENT (1)
Linum lewisii @ RMBL_ENT (4)
Epilobium angustifolium @ RMBL_ENT (2)
Cypripedium reginae @ AMNH_BEE (1)
Penstemon @ AMNH_BEE (1)
Aliciella mcvickerae @ UCRC_ENT (1)
Gilia @ UCRC_ENT (1)
Polemonium foliosissimum @ RMBL_ENT (5)
Ranunculus sp @ BBSL (1)
Pentaphylloides floribunda @ RMBL_ENT (1)
Potentilla glandulosa @ BBSL (1)
Potentilla gracilis @ RMBL_ENT (1)
Potentilla pulcherrima @ RMBL_ENT (1)
Rosa arkansana @ UCRC_ENT (1)
Rosa @ CUIC_ENT (1)
Penstemon harringtonii @ BBSL (1)
Penstemon sp @ BBSL (1)
Penstemon washingtonensis @ BBSL (2)
Viola praemorsa @ DART_ENT (1)",https://www.discoverlife.org/mp/20o?search=Megachile+melanophaea,,
Y,374,Megachile mendica,Litomegachile,Megachilidae,Megachilinae,"stem and soil nesting, solitary",,,"Rhus copallina @ UCMS_ENT (3)
Rhus glabra @ BBSL (1); CUIC_ENT (4); UCRC_ENT (1); AMNH_BEE (1)
Rhus typhina @ UCMS_ENT (1)
Daucus carota @ MLSB__N16- (1)
Oxypolis rigidior @ BBSL (1)
Asclepias sp @ UCMS_ENT (14)
Asclepias syriaca @ UCMS_ENT (1)
Asclepias tuberosa @ UCRC_ENT (1)
Asclepias @ AMNH_BEE (1)
Asclepias syriaca @ BBSL (1)
Achillea millefolium @ UCMS_ENT (1)
Anthemis cotula @ UCMS_ENT (1)
Aster sp @ BBSL (1)
Aster @ CUIC_ENT (1)
Baccharis emoryi @ UCRC_ENT (1)
Balduina angustifolia @ AMNH_BEE (4); I_JSA (1)
Bidens alba @ AMNH_BEE (1)
Cacalia atriplicifolia @ BBSL (1)
Centaurea jacea @ AMNH_BEE (1)
Centaurea @ AMNH_BEE (7)
Cichorium intybus @ BBSL (1); MLSB__N16- (2)
Cirsium arvense @ MLSB__N16- (1)
Cirsium sp @ BBSL__ERR (2); BBSL (1)
Cirsium vulgare @ UCMS_ENT (2)
Conoclinium coelestinum @ AMNH_BEE (1)
Crepis capillaris @ BBSL (1)
Erigeron philadelphicus @ UCRC_ENT (1)
Eupatorium fistulosum @ BBSL (2)
Eupatorium maculatum @ AMNH_BEE (1)
Flaveria linearis @ AMNH_BEE (1)
Helenium tenuifolium @ AMNH_BEE (1)
Helianthus divaricatus @ AMNH_BEE (1)
Helianthus sp @ BBSL (2)
Helianthus tuberosus @ AMNH_BEE (1)
Helianthus @ AMNH_BEE (1)
Heliopsis @ UCRC_ENT (1)
Hypochaeris radicata @ UCMS_ENT (2)
Leucanthemum vulgare @ UCMS_ENT (4); UCRC_ENT (2); CUIC_ENT (1)
Pityopsis graminifolia @ AMNH_BEE (2)
Pluchea odorata @ UCMS_ENT (15)
Pluchea purpurascens @ UCMS_ENT (3)
Ratibida pinnata @ MLSB__N16- (1)
Rudbeckia hirta @ UCMS_ENT (1)
Rudbeckia laciniata @ BBSL (2)
Senecio anonymus @ BBSL (1)
Solidago gigantea @ AMNH_BEE (1)
Solidago rugosa @ UCMS_ENT (1)
Solidago sp @ BBSL (6)
Solidago tenuifolia @ UCMS_ENT (1)
Solidago @ AMNH_BEE (2); CUIC_ENT (3) Symphyotrichum lanceolatum @ UCRC_ENT (1); AMNH_BEE (1)
Symphyotrichum novae-angliae @ I_JSA (2)
Tanacetum vulgare @ UCMS_ENT (1)
Taraxacum officinale @ BBSL (1)
Verbesina occidentalis @ BBSL (4)
Vernonia angustifolia @ UCRC_ENT (4)
Vernonia gigantea @ BBSL (1)
Vernonia noveboracensis @ BBSL (13)
Vernonia @ UCRC_ENT (1)
Impatiens capensis @ BBSL (9)
Phacelia ramosissima @ UCRC_ENT (1)
Barbarea vulgaris @ UCMS_ENT (1)
Raphanus raphanistrum @ UCMS_ENT (1)
Lobelia inflata @ BBSL (1)
Vaccinium oxycoccus @ AMNH_BEE (1)
Vaccinium stamineum @ CUIC_ENT (1)
Amorpha fruticosa @ AMNH_BEE (1)
Apios tuberosa @ UCRC_ENT (1)
Baptisia tinctoria @ UCRC_ENT (1)
Cracca virginiana @ UCRC_ENT (10)
Desmodium canadense @ AMNH_BEE (1)
Desmodium sp @ BBSL (5)
Lathyrus latifolius @ UCMS_ENT (1)
Lespedeza repens @ BBSL (1)
Lotus corniculatus @ UCMS_ENT (5)
Lotus wrightii @ UCRC_ENT (1)
Medicago sativa @ AMNH_BEE (2)
Melilotus sp @ BBSL (2)
Melilotus @ AMNH_BEE (1)
Phaseolus sp @ AMNH_BEE (1)
Psoralidium tenuiflorum @ AMNH_BEE (1)
Tephrosia virginiana @ AMNH_BEE (8)
Tephrosia @ UCRC_ENT (1)
Trifolium campestre @ BBSL (1)
Trifolium pratense @ MLSB__N16- (1)
Trifolium repens @ BBSL (1); UCRC_ENT (1)
Vicia floridana @ AMNH_BEE (1)
Clinopodium ashei @ AMNH_BEE (7); CUIC_ENT (1)
Lavandula dentata @ UCMS_ENT (2)
Lycopus sp @ UCMS_ENT (1)
Mentha piperita @ UCRC_ENT (6)
Mentha @ AMNH_BEE (1)
Nepeta cataria @ BBSL__ERR (1); UCMS_ENT (2)
Perovskia @ AMNH_BEE (1)
Prunella vulgaris @ BBSL (1)
Pycnanthemum incanum @ BBSL (6)
Teucrium canadense @ UCMS_ENT (4)
Ligustrum vulgare @ UCMS_ENT (2)
Veronica @ UCRC_ENT (2)
Avena @ UCRC_ENT (1)
Aliciella mcvickerae @ UCRC_ENT (1)
Polygala curtissii @ BBSL (2)
Polygonum hydropiperoides @ CUIC_ENT (4)
Polygonum sp @ UCMS_ENT (1)
Ceanothus americanus @ UCRC_ENT (1)
Horkelia sp @ BBSL__KWC (1)
Rosa rugosa @ UCMS_ENT (1)
Rosa @ UCRC_ENT (2)
Rubus argutus @ UCRC_ENT (8)
Rubus sp @ UCMS_ENT (3)
Rubus @ UCRC_ENT (2); AMNH_BEE (1)
Cephalanthus occidentalis @ AMNH_BEE (5)
Diodia teres @ BBSL (2)
Hedyotis nigricans @ BBSL (3)
Agalinis laevigata @ BBSL (1)
Agalinis tenuifolia @ BBSL (1)
Cordylanthus sp @ BBSL__KWC (1)
Ampelopsis @ UCRC_ENT (3)
Parthenocissus quinquefolia @ AMNH_BEE (6)
caneberry @ NLA (9)
cucurbit @ NLA (20) 

Melilotus officinalis @ BBSL (2); UCMS_ENT (4); AMNH_BEE (1); CUIC_ENT (1); UCRC_ENT (4)",https://www.discoverlife.org/mp/20o?search=Megachile+mendica,,
Y,375,Megachile montivaga,Megachile,Megachilidae,Megachilinae,"soil and cavity-nesting, solitary",uncommon,Giles & Ascher 2006,"Asclepias @ AMNH_BEE (1)
Aplopappus sp @ BBSL (1)
Aster canescens @ BBSL (1)
Aster sp @ BBSL__KWC (2)
Aster @ AMNH_BEE (1)
Bebbia sp @ BBSL (1)
Carduus pycnocephalus @ BBSL (1)
Centaurea @ AMNH_BEE (1)
Chrysothamnus @ AMNH_BEE (1)
Cirsium californicum @ BBSL__KWC (6)
Cirsium neomexicanum @ UCRC_ENT (2); BBSL (1)
Cirsium occidentale @ UCRC_ENT (3)
Cirsium sp @ BBSL__KWC (2); BBSL (2)
Cirsium undulatum @ BBSL (2)
Cirsium vulgare @ AMNH_BEE (1); BBSL (1)
Cirsium @ UCRC_ENT (2); AMNH_BEE (1)
Coreopsis lanceolata @ UCRC_ENT (1)
Dugaldia hoopesii @ DART_ENT (1)
Encelia sp @ BBSL (1)
Erigeron flagellaris @ DART_ENT (1)
Erigeron sp @ BBSL (2)
Eschscholzia californica @ UCRC_ENT (1)
Gaillardia aristata @ BBSL (1)
Gaillardia @ UCRC_ENT (1)
Grindelia hirsutula @ UCRC_ENT (1)
Grindelia sp @ BBSL (1)
Grindelia squarrosa @ UCRC_ENT (1)
Grindelia @ UCRC_ENT (1)
Helenium bigelovii @ UCRC_ENT (1)
Helianthus annuus @ AMNH_BEE (1); UCRC_ENT (6); BBSL (4)
Helianthus anomalus @ BBSL (1)
Helianthus gracilentus @ UCRC_ENT (1)
Helianthus sp @ BBSL__KWC (1)
Helianthus @ AMNH_BEE (2)
Heterotheca villosa @ UCRC_ENT (3)
Hulsea sp @ BBSL__KWC (1)
Hymenoxys hoopesii @ UCRC_ENT (1)
Isocoma menziesii @ UCRC_ENT (1)
Malacothrix californica @ UCRC_ENT (1)
Senecio flaccidus @ UCRC_ENT (3)
Senecio @ UCRC_ENT (1)
Silybum marianum @ BBSL (1)
Solidago @ UCRC_ENT (1)
Stephanomeria virgata @ AMNH_BEE (1)
Symphyotrichum spathulatum @ UCRC_ENT (1)
Verbesina sp @ BBSL (1)
Wyethia scabra @ BBSL (1)
Stanleya pinnata @ BBSL (1)
Opuntia sp @ BBSL (1)
Acmispon glaber @ UCRC_ENT (1)
Baptisia tinctoria @ UCRC_ENT (1)
Cracca virginiana @ UCRC_ENT (3)
Lotus corniculatus @ BBSL__KWC (1)
Melilotus alba @ BBSL (1)
Tephrosia virginiana @ AMNH_BEE (1)
Geranium sp @ BBSL (1)
Iris hartwegii @ UCRC_ENT (1)
Marrubium vulgare @ UCRC_ENT (2)
Monarda pectinata @ UCRC_ENT (4)
Monardella @ UCRC_ENT (1)
Salvia mellifera @ UCRC_ENT (1)
Lilium wigginsii @ BBSL (1)
Iliamna sp @ BBSL (3)
Sidalcea @ UCRC_ENT (1)
Camissonia lacustris @ UCRC_ENT (1)
Clarkia amoena @ UCRC_ENT (1)
Clarkia biloba @ AMNH_BEE (1)
Clarkia cylindrica @ BBSL__BERK (1)
Clarkia dudleyana @ BBSL__KWC (3)
Clarkia purpurea @ UCRC_ENT (1)
Clarkia sp @ BBSL__KWC (3)
Epilobium angustifolium @ RMBL_ENT (1)
Argemone intermedia @ UCRC_ENT (3)
Argemone platyceras @ UCRC_ENT (1)
Argemone sp @ BBSL (1)
Argemone @ AMNH_BEE (3); UCRC_ENT (2)
Gilia @ AMNH_BEE (2)
Polemonium foliosissimum @ DART_ENT (1)
Polemonium @ UCRC_ENT (1)
Eriogonum nudum @ BBSL__KWC (1)
Fallugia sp @ BBSL (1)
Horkelia sp @ BBSL__KWC (2)
Prunus virginiana @ BBSL (1)
Rosa sp @ BBSL (2)
Fabaceae sp @ BBSL (1)",https://www.discoverlife.org/mp/20o?search=Megachile+montivaga,,
Y,376,Megachile perihirta,Xanthosarus,Megachilidae,Megachilinae,"ground-nesting, solitary",,,"Apium sp @ BBSL (1)
Daucus carota @ BBSL (4)
Daucus sp @ BBSL (1)
Apocynum androsaemifolium @ BBSL (1)
Apocynum sp @ BBSL (4)
Asclepias speciosa @ AMNH_BEE (1)
Achillea lanulosa @ BBSL (1)
Agoseris sp @ BBSL (1)
Aster sp @ BBSL__KWC (2); BBSL (1)
Bidens laevis @ UCRC_ENT (2)
Calendula @ UCRC_ENT (1)
Carduus sp @ BBSL (2)
Centaurea repens @ BBSL (1)
Chaenactis douglasii @ BBSL (3)
Chaenactis sp @ BBSL (1)
Chrysothamnus nauseosus @ AMNH_BEE (1)
Chrysothamnus sp @ AMNH_BEE (1); BBSL (2)
Chrysothamnus viscidiflorus @ BBSL (2)
Cirsium occidentale @ UCRC_ENT (1)
Cirsium sp @ BBSL (1)
Cirsium undulatum @ BBSL (2)
Cirsium vulgare @ AMNH_BEE (5)
Cirsium @ UCRC_ENT (1)
Coreopsis lanceolata @ UCRC_ENT (4)
Cosmos sulphureus @ I_CEH (1)
Dieteria canescens @ UCRC_ENT (5)
Encelia farinosa @ UCRC_ENT (1)
Enceliopsis nudicaulis @ BBSL (6)
Ericameria nauseosa @ BBSL (4)
Ericameria parryi @ BBSL (1)
Ericameria @ UCRC_ENT (1)
Erigeron canus @ BBSL (1)
Erigeron sp @ BBSL (1)
Erigeron speciosus @ DART_ENT (1); RMBL_ENT (1); BBSL (3)
Euthamia occidentalis @ UCRC_ENT (1)
Grindelia hirsutula @ UCRC_ENT (1)
Grindelia sp @ BBSL (6)
Grindelia squarrosa @ BBSL (5); AMNH_BEE (1); UCRC_ENT (2)
Grindelia @ UCRC_ENT (2); AMNH_BEE (1)
Gutierrezia californica @ UCRC_ENT (1)
Gutierrezia sarothrae @ UCRC_ENT (1); BBSL (1)
Helenium bigelovii @ UCRC_ENT (20)
Helianthus annuus @ UCRC_ENT (5)
Helianthus gracilentus @ UCRC_ENT (1)
Helianthus sp @ BBSL (2); AMNH_BEE (2)
Helianthus @ AMNH_BEE (1); UCRC_ENT (1)
Heliomeris multiflora @ DART_ENT (2); RMBL_ENT (1)
Heterotheca subaxillaris @ BBSL (1)
Heterotheca villosa @ BBSL (2); UCRC_ENT (2)
Isocoma menziesii @ UCRC_ENT (9)
Isocoma wrightii @ UCRC_ENT (1)
Machaeranthera canescens @ BBSL (2)
Machaeranthera grindelioides @ BBSL (1)
Pluchea camphorata @ UCRC_ENT (10); AMNH_BEE (1)
Rudbeckia @ AMNH_BEE (6)
Senecio bigelovii @ RMBL_ENT (1)
Senecio flaccidus @ UCRC_ENT (3)
Senecio integerrimus @ BBSL (1)
Senecio sp @ AMNH_BEE (3); BBSL (1)
Senecio @ AMNH_BEE (3)
Solidago confinis @ UCRC_ENT (1)
Solidago sp @ BBSL (2); AMNH_BEE (1)
Stephanomeria exigua @ UCRC_ENT (1)
Stephanomeria virgata @ UCRC_ENT (1)
Symphyotrichum ascendens @ UCRC_ENT (2)
Taraxacum campylodes @ DART_ENT (1)
Taraxacum officinale @ BBSL (3)
Verbesina @ UCRC_ENT (2)
Vernonia gigantea @ UCRC_ENT (1)
Viguiera multiflora @ BBSL (1)
Phacelia @ AMNH_BEE (1)
Opuntia sp @ BBSL (1)
Campanula rotundifolia @ BBSL (1)
Cleome serrulata @ BBSL (3)
Cleome sp @ BBSL (1)
Beta vulgaris @ BBSL (1)
Peritoma serrulata @ AMNH_BEE (1)
Sedum sp @ BBSL (1)
Scabiosa @ UCRC_ENT (1)
Acmispon americanus @ UCRC_ENT (1)
Acmispon glaber @ UCRC_ENT (5)
Astragalus adsurgens @ BBSL (7)
Astragalus douglasii @ UCRC_ENT (2)
Astragalus flexuosus @ BBSL (1)
Astragalus sp @ AMNH_BEE (1); BBSL (1)
Glycyrrhiza @ UCRC_ENT (1)
Hedysarum boreale @ BBSL (11)
Lathyrus lanszwertii @ BBSL (4)
Lathyrus odoratus @ UCRC_ENT (1)
Lathyrus sp @ BBSL (1)
Lotus argophyllus @ UCRC_ENT (14)
Lotus corniculatus @ BBSL__KWC (1)
Lotus oblongifolius @ UCRC_ENT (1)
Lotus sp @ BBSL__KWC (1); BBSL (2)
Lotus wrightii @ UCRC_ENT (1)
Lupinus argenteus @ BBSL (2)
Lupinus excubitus @ UCRC_ENT (1)
Lupinus sericeus @ BBSL (1)
Lupinus sp @ BBSL (1)
Medicago sativa @ UCRC_ENT (1); AMNH_BEE (2); BBSL (27)
Melilotus officinalis @ BBSL (1); AMNH_BEE (3)
Melilotus @ UCRC_ENT (2)
Oxytropis sp @ BBSL (1)
Robinia neomexicana @ BBSL (13)
Robinia sp @ BBSL (1)
Trifolium repens @ BBSL (1)
Trifolium wormskioldii @ UCRC_ENT (2)
Vicia sp @ BBSL (2)
Vicia villosa @ BBSL (1)
Phacelia heterophylla @ BBSL (1)
Phacelia sp @ BBSL__KWC (1); BBSL (3)
Marrubium sp @ BBSL (1)
Marrubium vulgare @ BBSL (4)
Trichostema lanceolatum @ UCRC_ENT (2)
Allium cernuum @ BBSL (3)
Sidalcea sp @ BBSL (3)
 Iris sp @ BBSL (3)
 Clarkia purpurea @ UCRC_ENT (1)
Epilobium sp @ BBSL (1)
 Bikukulla chrysantha @ UCRC_ENT (1)
Eschscholzia californica @ UCRC_ENT (1); AMNH_BEE (1)
 Polemonium foliosissimum @ BBSL (1)
Polycitoridae  Salix sp @ BBSL (1)
 Eriogonum fasciculatum @ UCRC_ENT (1)
Horkelia bernardina @ UCRC_ENT (4)
Rosa californica @ UCRC_ENT (1)
Rosa sp @ BBSL (1)
 Penstemon speciosus @ BBSL (1)
Asteraceae sp @ BBSL (4)
Cactaceae sp @ BBSL (1)
Fabaceae sp @ BBSL (2)",https://www.discoverlife.org/mp/20o?search=Megachile+perihirta,,
Y,377,Megachile petulans,Leptorachis,Megachilidae,Megachilinae,"stem-nesting, solitary",,,--,--,,
Y,378,Megachile pugnata,Sayapis,Megachilidae,Megachilinae,"stem- and cavity nesting, solitary",,,--,--,,
Y,379,Megachile relativa,Megachile,Megachilidae,Megachilinae,"stem- and cavity nesting, solitary",declining in Northeast,Bartomeus et al. 2013,--,--,,
Y,380,Megachile rotundata,Eutricharaea,Megachilidae,Megachilinae,"stem- and cavity nesting, solitary",non-native, introduced from Eurasia after WWII,Sheffield et al. 2011a,--,--,
Y,381,Megachile rugifrons,Chelostomoides,Megachilidae,Megachilinae,"stem-nesting, solitary",,,--,--,,
